,Ticker,PreCovidMedianPrice,PreCovidMeanPrice,CovidMinPrice,CurrentPrice,PriceDipPercent,PriceRecoveryPercent,RemainingDipPercent
139,A,76.97,78.14,63.37,123.41,18.9,76.84,-57.93
869,QADA,46.48,46.87,30.31,74.04,35.33,93.3,-57.96
2479,PETZ,1.54,1.52,0.75,2.41,50.82,108.86,-58.04
2005,SCHN,21.68,21.7,11.21,34.3,48.34,106.42,-58.08
2668,USAK,7.65,7.91,2.88,12.51,63.58,121.77,-58.19
789,SANW,2.31,2.31,1.79,3.66,22.63,80.83,-58.21
1089,MXL,21.1,21.02,8.13,33.26,61.33,119.54,-58.22
1557,HCAT,34.06,33.72,17.8,53.37,47.21,105.49,-58.28
223,BBY,72.92,74.48,50.69,117.9,31.94,90.24,-58.3
107,MBOT,5.2,6.0,4.42,9.49,26.27,84.57,-58.3
2885,AGEN,3.1,3.31,1.92,5.25,42.07,100.47,-58.4
2228,MAT,11.57,11.65,7.23,18.46,37.92,96.42,-58.5
224,NTN,2.7,2.76,0.95,4.37,65.53,124.08,-58.54
953,NESR,7.6,7.63,4.11,12.1,46.13,104.72,-58.59
2300,ROL,23.15,23.47,21.05,37.23,10.34,68.94,-58.61
1254,PZG,0.76,0.76,0.54,1.2,28.07,86.74,-58.66
776,WD,62.99,61.61,24.85,97.75,59.66,118.33,-58.67
1801,TCX,56.45,56.52,42.85,89.74,24.19,82.96,-58.77
2407,TTEK,86.3,85.85,65.94,136.33,23.19,81.99,-58.8
1958,ACU,20.83,21.12,17.78,33.54,15.8,74.64,-58.84
3005,AES,17.19,17.42,9.56,27.68,45.14,103.99,-58.85
1480,CFRX,3.5,3.71,4.69,5.89,-26.51,32.37,-58.88
848,TITN,14.81,15.36,7.14,24.42,53.53,112.47,-58.94
2321,AGTC,3.1,3.3,2.36,5.25,28.47,87.6,-59.13
1173,CUE,8.82,10.11,9.85,16.09,2.58,61.72,-59.14
2653,III,2.42,2.44,1.62,3.89,33.7,92.9,-59.2
933,CCJ,9.29,9.27,5.5,14.76,40.66,99.91,-59.25
3001,NWSA,13.75,13.62,8.18,21.7,39.94,99.26,-59.32
3100,KTCC,5.8,5.77,2.59,9.2,55.14,114.49,-59.35
1228,KAI,91.1,92.93,54.19,148.15,41.69,101.11,-59.43
181,MCHP,94.6,95.63,55.77,152.47,41.68,101.12,-59.44
2914,KGC,4.66,4.63,3.47,7.39,25.08,84.63,-59.55
1731,AGCO,76.62,76.31,36.97,121.84,51.55,111.22,-59.67
3160,ARES,30.85,30.75,22.71,49.11,26.15,85.85,-59.71
3154,KKR,29.0,28.34,18.5,45.27,34.72,94.47,-59.75
2752,MS,46.84,46.43,27.81,74.23,40.11,99.97,-59.86
1960,ASPU,6.29,6.23,5.14,9.96,17.46,77.4,-59.94
555,VC,88.62,86.56,40.38,138.51,53.35,113.37,-60.02
3303,MC,32.82,32.96,23.83,52.74,27.69,87.72,-60.03
3114,TMUS,78.45,78.8,74.32,126.1,5.68,65.71,-60.03
1638,AMG,84.07,82.48,45.15,132.1,45.26,105.42,-60.16
2059,IMV,2.77,2.75,1.4,4.41,49.15,109.34,-60.19
876,NEP,52.18,52.03,32.16,83.41,38.18,98.51,-60.33
2142,XAIR,4.45,4.45,3.94,7.14,11.49,71.89,-60.4
256,DLTH,9.25,9.32,3.32,14.96,64.36,124.95,-60.58
2447,QGEN,33.67,34.72,33.17,55.78,4.47,65.12,-60.65
1576,CENT,29.35,29.35,25.13,47.15,14.37,75.03,-60.66
906,KDMN,2.98,3.43,2.44,5.51,28.85,89.52,-60.67
2601,EXAS,90.63,92.36,37.9,148.48,58.96,119.73,-60.77
840,GOLF,29.2,29.11,21.15,46.81,27.35,88.14,-60.79
3258,XENE,9.23,10.28,8.08,16.54,21.39,82.3,-60.91
1595,RNET,6.21,6.47,0.84,10.42,87.02,147.99,-60.97
1201,NDLS,5.63,5.62,3.41,9.06,39.3,100.57,-61.26
696,STN,22.54,24.2,21.58,39.03,10.84,72.1,-61.26
1939,CTVA,26.73,27.03,20.74,43.61,23.27,84.61,-61.33
152,SGMO,9.34,9.49,5.05,15.32,46.78,108.23,-61.45
138,BW,4.18,4.03,0.81,6.51,79.89,141.53,-61.64
2780,KTOS,18.62,18.78,10.2,30.38,45.68,107.47,-61.79
783,AEO,15.37,15.55,6.73,25.16,56.71,118.55,-61.85
2882,ESI,10.8,10.87,6.38,17.6,41.32,103.19,-61.87
705,ETON,6.2,6.2,2.87,10.05,53.68,115.88,-62.2
2347,BOSC,2.0,2.14,1.41,3.47,34.08,96.31,-62.23
1309,GPRE,12.45,12.83,4.0,20.82,68.82,131.12,-62.3
3185,HGSH,1.54,1.52,0.58,2.46,61.72,124.07,-62.34
1464,NVEE,66.15,60.81,29.14,98.85,52.08,114.64,-62.56
1943,CVV,3.4,3.48,2.01,5.67,42.3,105.07,-62.77
63,ASTC,1.81,1.78,1.09,2.89,38.59,101.41,-62.81
695,WDAY,166.38,167.54,113.87,272.79,32.04,94.85,-62.82
343,BC,58.16,56.43,26.71,91.91,52.67,115.54,-62.87
1934,LULU,205.46,208.56,138.98,339.71,33.36,96.25,-62.89
534,SMCI,20.7,20.73,15.98,33.8,22.9,85.98,-63.08
883,ARTW,1.9,1.94,1.75,3.16,9.67,72.78,-63.1
230,NOVT,85.0,85.18,67.25,139.03,21.05,84.27,-63.22
2098,WSC,16.27,16.51,7.87,26.96,52.33,115.64,-63.31
3204,TNDM,61.58,62.07,47.37,101.39,23.68,87.03,-63.35
1783,INOV,16.9,16.75,13.9,27.38,17.01,80.48,-63.48
2324,GOOGL,1272.25,1274.83,1054.13,2084.52,17.31,80.83,-63.51
1176,SSY,1.16,1.2,0.64,1.96,46.61,110.12,-63.51
391,PKI,87.11,88.39,66.71,144.55,24.52,88.07,-63.54
2177,VIRT,16.65,17.09,15.19,27.96,11.12,74.72,-63.59
276,DGII,14.37,15.37,6.4,25.15,58.35,122.01,-63.66
1713,FENC,5.13,5.25,4.89,8.59,6.82,70.51,-63.69
2214,MOH,122.2,123.72,107.79,202.54,12.87,76.59,-63.71
3264,ORA,75.14,75.04,54.86,122.85,26.89,90.61,-63.71
1050,APTV,91.1,90.87,33.55,148.77,63.08,126.8,-63.72
2333,LEDS,2.45,2.42,1.18,3.97,51.33,115.07,-63.73
1316,YMAB,29.56,29.41,14.39,48.17,51.07,114.87,-63.8
3257,FARO,49.05,49.58,36.28,81.38,26.82,90.96,-64.14
2495,GOOG,1273.74,1275.06,1056.62,2092.91,17.13,81.27,-64.14
1981,TXRH,55.77,54.42,30.41,89.51,44.12,108.6,-64.48
1774,ACA,37.88,37.54,30.13,61.76,19.74,84.25,-64.51
2500,NYT,30.9,30.71,28.44,50.59,7.39,72.13,-64.74
1247,ANSS,224.16,231.79,204.46,381.97,11.79,76.58,-64.79
1065,WLDN,31.99,33.04,18.63,54.44,43.61,108.4,-64.79
3176,CHUY,25.57,25.74,8.23,42.43,68.03,132.84,-64.81
1149,AWX,2.2,2.12,1.18,3.5,44.41,109.29,-64.87
1108,TMO,296.68,300.68,255.3,495.76,15.09,79.97,-64.88
1438,NXPI,114.26,114.05,64.56,188.12,43.39,108.34,-64.95
1893,TWTR,32.13,35.27,22.0,58.2,37.62,102.64,-65.01
2650,ICON,1.79,1.69,0.55,2.79,67.46,132.51,-65.04
559,THRM,42.21,42.21,28.31,69.67,32.93,97.98,-65.05
2781,AG,10.41,10.41,5.0,17.19,51.99,117.05,-65.06
2096,LEN,58.75,57.67,29.35,95.22,49.11,114.22,-65.11
3133,SILK,34.92,35.28,23.16,58.27,34.36,99.51,-65.16
2180,TSCO,95.02,95.2,67.36,157.25,29.24,94.42,-65.18
2222,DHR,141.92,142.64,121.39,235.65,14.9,80.1,-65.21
1085,HOLX,49.55,49.78,29.38,82.28,40.98,106.27,-65.3
666,EQX,6.05,6.13,5.53,10.14,9.85,75.15,-65.3
1202,WGO,47.78,44.28,20.57,73.24,53.54,118.96,-65.42
942,TARA,11.6,12.06,16.76,19.95,-39.0,26.46,-65.45
336,ATEN,6.83,6.85,3.52,11.33,48.59,114.06,-65.46
2929,APPF,98.74,100.85,84.99,167.0,15.72,81.32,-65.6
2867,SPNS,21.3,20.83,14.33,34.5,31.19,96.85,-65.66
1148,CNX,7.67,7.86,5.03,13.02,35.99,101.68,-65.68
2422,AAON,49.3,48.54,41.27,80.47,14.97,80.76,-65.79
1536,FDX,155.37,155.2,90.49,257.45,41.69,107.58,-65.88
300,ADNT,22.67,22.48,6.53,37.31,70.95,136.91,-65.96
2863,SNGX,0.95,1.03,1.26,1.71,-22.43,43.72,-66.15
2608,XBIT,10.47,12.15,8.89,20.2,26.83,93.08,-66.25
2844,ADVM,8.73,8.63,7.98,14.36,7.56,73.91,-66.35
648,GPI,99.44,95.52,32.39,159.16,66.09,132.71,-66.62
2473,APTO,2.41,2.81,4.03,4.69,-43.34,23.47,-66.81
1686,CHRA,2.14,2.2,1.41,3.67,35.89,102.77,-66.88
677,PLAN,49.72,49.71,28.17,82.99,43.33,110.28,-66.94
2092,ROAD,16.95,17.05,12.14,28.48,28.79,95.85,-67.06
1737,URG,0.59,0.59,0.29,0.99,51.05,118.15,-67.1
2607,CDE,5.64,5.94,2.56,9.93,56.92,124.02,-67.11
2164,PATK,49.06,46.67,19.36,78.0,58.52,125.64,-67.13
1246,MSFT,144.06,145.0,135.42,242.47,6.61,73.83,-67.22
1198,MDRX,10.58,10.45,5.02,17.5,51.98,119.38,-67.4
2536,LUB,1.95,1.96,0.51,3.29,74.04,141.51,-67.47
2683,EGO,7.86,7.95,5.15,13.32,35.24,102.74,-67.51
1352,LHCG,122.39,123.03,104.81,206.14,14.81,82.36,-67.55
1253,RBC,77.35,78.08,53.13,130.85,31.95,99.54,-67.59
308,TDC,28.8,28.79,18.15,48.25,36.95,104.57,-67.62
3332,RDVT,16.14,15.47,14.5,25.95,6.29,74.0,-67.71
2522,EQT,10.14,10.18,4.96,17.08,51.29,119.02,-67.73
2139,MANH,80.38,80.1,37.44,134.49,53.26,121.16,-67.9
1285,CHDN,129.47,128.68,61.05,216.07,52.56,120.47,-67.92
2798,INFN,5.51,6.0,3.86,10.08,35.63,103.73,-68.1
169,BEAT,42.27,42.8,28.93,71.96,32.41,100.53,-68.12
500,FAT,4.95,4.89,1.76,8.23,64.01,132.31,-68.31
490,CC,16.4,16.35,7.26,27.53,55.61,123.94,-68.33
3033,TGT,110.59,115.18,91.04,193.95,20.96,89.34,-68.38
1842,MTD,710.54,717.31,589.41,1209.27,17.83,86.41,-68.58
2163,SCPL,10.28,10.7,6.34,18.06,40.75,109.53,-68.78
1445,PRVB,8.5,9.02,5.42,15.23,39.93,108.73,-68.8
1670,PETS,22.65,21.21,22.18,35.82,-4.56,64.3,-68.87
1112,GLUU,5.59,5.56,4.53,9.39,18.49,87.45,-68.96
2122,GOEV,10.05,10.06,9.75,17.01,3.05,72.19,-69.13
712,CYBE,17.17,16.52,13.18,27.96,20.24,89.44,-69.2
3172,GSL,7.65,7.77,2.7,13.15,65.25,134.48,-69.23
1298,CWEN,19.33,19.05,16.61,32.25,12.79,82.11,-69.32
503,ADBE,284.69,291.36,285.0,493.76,2.18,71.65,-69.47
143,MX,11.59,11.48,7.03,19.48,38.77,108.43,-69.66
2975,DVA,61.66,64.82,64.99,110.2,-0.26,69.75,-70.0
407,FRGI,9.53,9.56,2.95,16.27,69.14,139.32,-70.18
1692,BKE,21.79,22.95,12.53,39.06,45.4,115.61,-70.21
100,HVT,20.19,20.15,9.99,34.34,50.41,120.86,-70.45
1588,OMCL,74.36,75.83,55.41,129.28,26.93,97.41,-70.48
84,AMKR,12.09,11.27,5.78,19.24,48.73,119.4,-70.67
2119,ARNA,47.4,48.02,34.83,81.97,27.47,98.17,-70.7
53,ADTN,9.56,9.92,5.12,16.94,48.4,119.11,-70.71
82,SLM,8.74,8.81,6.1,15.05,30.74,101.62,-70.88
2912,TRCH,0.85,0.89,0.23,1.53,74.28,145.36,-71.07
112,PODD,164.52,163.86,130.01,280.89,20.66,92.08,-71.42
610,RPD,51.64,51.8,33.4,88.83,35.52,107.0,-71.48
1239,WRN,0.73,0.72,0.33,1.24,54.32,125.98,-71.66
631,ALNY,90.14,96.07,93.12,165.15,3.07,74.98,-71.91
871,EBAY,36.11,37.12,26.34,63.84,29.03,101.03,-72.0
734,ACHC,31.5,31.18,11.78,53.66,62.22,134.32,-72.1
1264,EGHT,19.9,20.16,11.05,34.73,45.19,117.45,-72.25
1689,TBBK,10.9,10.91,3.58,18.81,67.19,139.57,-72.38
2928,LNN,91.16,91.7,72.59,158.13,20.84,93.29,-72.45
2843,BJ,25.16,25.14,19.26,43.39,23.4,95.97,-72.58
255,AVGR,1.13,1.14,0.22,1.97,80.27,153.04,-72.77
1263,MATX,38.18,38.26,24.92,66.12,34.87,107.69,-72.82
2646,AMRX,3.2,3.42,2.46,5.91,28.05,100.9,-72.85
2783,NGVC,9.3,9.5,5.8,16.43,38.96,111.88,-72.92
1991,PANW,224.71,222.76,132.58,385.4,40.48,113.49,-73.01
353,NPTN,6.91,7.24,4.68,12.53,35.37,108.41,-73.04
3002,TTWO,122.71,123.29,100.15,213.34,18.77,91.81,-73.04
3119,PEN,158.24,155.2,124.34,268.77,19.88,93.06,-73.18
2157,WDFC,185.23,187.36,154.26,324.85,17.67,91.05,-73.38
2095,ARCB,29.19,29.32,16.11,50.86,45.06,118.51,-73.46
2699,ALLK,81.66,86.76,44.04,150.62,49.24,122.85,-73.61
2639,SUP,2.95,3.1,0.93,5.38,69.96,143.74,-73.79
2036,CGNX,50.47,50.97,38.22,88.58,25.02,98.8,-73.79
550,QNST,13.03,13.83,6.11,24.04,55.82,129.64,-73.82
691,PDCO,18.21,18.61,13.1,32.36,29.62,103.48,-73.86
625,MASI,149.87,150.54,148.38,261.82,1.44,75.35,-73.92
2083,FLEX,11.44,11.24,5.88,19.55,47.66,121.67,-74.01
2424,CZR,45.08,47.61,7.1,82.85,85.09,159.11,-74.02
450,APEN,2.92,3.01,1.27,5.24,57.78,131.97,-74.19
3008,CERS,4.38,4.51,2.87,7.87,36.39,110.82,-74.43
3202,PJT,42.3,41.95,25.06,73.19,40.26,114.74,-74.49
309,ACIA,65.66,65.81,62.38,114.85,5.22,79.73,-74.51
3178,WTT,1.4,1.41,0.71,2.46,49.55,124.34,-74.79
2038,SSTK,40.93,39.19,29.59,68.5,24.49,99.3,-74.81
2210,PZZA,57.98,57.35,35.55,100.26,38.01,112.83,-74.82
3224,MU,47.71,48.05,34.47,84.01,28.26,103.11,-74.85
676,WCC,50.77,51.04,15.77,89.33,69.1,144.13,-75.02
1503,DOOR,61.41,63.64,36.76,111.38,42.24,117.26,-75.02
2137,DOOO,44.95,43.16,13.85,75.58,67.91,143.03,-75.12
923,IPGP,139.26,138.66,102.74,243.12,25.9,101.24,-75.34
378,VTVT,1.5,1.52,1.49,2.66,1.77,77.13,-75.36
204,MSCI,240.15,240.76,224.65,422.73,6.69,82.27,-75.58
3155,ABMD,183.38,185.52,130.51,325.86,29.65,105.3,-75.65
1025,AWRE,2.92,3.06,2.3,5.38,24.88,100.59,-75.71
1135,FTNT,82.62,90.68,75.7,159.43,16.52,92.34,-75.82
2851,HBM,3.64,3.64,1.36,6.41,62.67,138.6,-75.92
961,ODFL,122.87,120.65,107.33,212.25,11.04,86.97,-75.93
821,SILV,5.8,5.87,4.29,10.33,26.92,102.89,-75.98
114,ARC,1.35,1.32,0.51,2.32,61.29,137.38,-76.09
2604,FSLR,55.96,56.97,30.2,100.33,46.99,123.1,-76.11
2563,CLVT,16.91,16.88,16.59,29.75,1.72,77.96,-76.24
2421,POOL,204.63,203.85,167.78,359.4,17.7,94.0,-76.3
328,ATKR,35.03,35.47,11.96,62.61,66.28,142.79,-76.51
275,AY,24.4,24.82,18.9,43.84,23.86,100.48,-76.62
236,CSWI,70.91,71.35,58.53,126.18,17.97,94.81,-76.84
2894,CTHR,1.4,1.41,0.62,2.5,56.08,133.17,-77.08
1672,RAMP,45.98,44.87,26.21,79.54,41.58,118.87,-77.28
1224,HBIO,2.92,2.91,1.42,5.16,51.15,128.65,-77.5
3116,SNFCA,5.0,5.17,3.76,9.18,27.28,104.82,-77.54
1175,DIOD,44.97,44.78,33.12,79.57,26.03,103.74,-77.7
2955,KLIC,24.0,24.29,18.21,43.17,25.03,102.76,-77.73
882,APLS,27.84,27.62,17.91,49.12,35.16,112.98,-77.82
1996,SGC,14.94,14.71,6.63,26.16,54.92,132.79,-77.87
3331,BBW,3.05,3.13,1.02,5.57,67.4,145.41,-78.01
2964,CXDO,3.5,3.75,3.0,6.69,20.07,98.32,-78.25
2958,CHNG,13.17,13.33,6.86,23.78,48.53,126.95,-78.42
618,LLY,113.19,115.32,119.05,205.77,-3.23,75.2,-78.43
359,HAIN,23.38,23.26,20.5,41.52,11.88,90.36,-78.48
672,WOW,6.26,6.27,3.14,11.2,49.88,128.65,-78.77
2714,QCOM,81.66,82.33,60.91,147.38,26.02,105.03,-79.01
2154,HY,56.96,55.84,31.83,100.02,43.0,122.11,-79.1
1977,MAG,10.61,10.65,4.97,19.08,53.32,132.53,-79.21
1439,LIQT,7.23,6.66,3.21,11.95,51.8,131.23,-79.43
1416,APLT,15.86,15.6,15.44,27.99,1.01,80.46,-79.46
707,MGIC,9.36,9.47,6.4,17.0,32.39,111.98,-79.59
32,SIBN,18.2,18.27,8.36,32.82,54.25,133.86,-79.61
885,LPSN,37.85,38.1,14.95,68.56,60.76,140.71,-79.95
1411,VNE,16.14,16.1,5.52,29.0,65.72,145.83,-80.11
1252,BIO,345.67,348.97,320.01,628.68,8.3,88.45,-80.15
2547,ZNGA,6.16,6.12,5.87,11.02,4.02,84.21,-80.19
2600,HCHC,2.2,2.22,1.35,4.0,39.18,119.39,-80.22
1875,SGEN,105.77,98.24,95.75,177.15,2.53,82.86,-80.33
377,NATR,9.43,9.36,6.11,16.9,34.76,115.22,-80.46
2021,MITK,9.59,8.75,5.56,15.79,36.44,116.94,-80.5
406,ALLT,8.06,8.11,6.55,14.65,19.26,99.84,-80.58
567,OSUR,7.88,7.9,5.57,14.31,29.54,110.57,-81.03
2908,BMI,58.39,58.01,43.0,105.05,25.88,106.96,-81.07
2037,STRM,1.24,1.24,0.59,2.24,52.27,133.47,-81.2
1667,KZR,3.22,3.17,2.77,5.74,12.55,93.76,-81.21
2722,MDXG,5.5,5.85,3.17,10.63,45.83,127.48,-81.65
967,PAAS,17.54,18.26,11.77,33.28,35.53,117.82,-82.29
2980,ESEA,4.96,4.74,1.73,8.66,63.54,146.05,-82.51
2383,EVER,22.77,26.62,23.05,48.63,13.41,96.13,-82.71
1204,NGM,15.01,14.96,10.0,27.34,33.17,115.89,-82.72
1495,USX,4.86,4.85,2.78,8.87,42.66,125.62,-82.96
1076,KWR,157.08,156.87,112.01,287.26,28.6,111.72,-83.12
1484,YNDX,37.33,37.31,28.91,68.38,22.52,105.78,-83.25
2801,PCRX,40.75,41.35,28.4,75.78,31.32,114.57,-83.25
1390,ATVI,54.91,55.19,52.05,101.19,5.69,89.03,-83.34
1419,KLAC,162.37,164.69,114.02,302.26,30.77,114.3,-83.53
86,THC,26.39,28.49,11.01,52.31,61.35,144.98,-83.63
249,QTWO,79.44,78.16,50.63,143.55,35.23,118.88,-83.65
2054,BHVN,47.28,48.3,27.51,88.74,43.05,126.76,-83.71
1001,LUNA,6.36,6.49,4.73,11.92,27.08,110.85,-83.77
1295,PDEX,14.26,14.44,14.04,26.56,2.76,86.71,-83.94
899,PAYC,220.16,233.23,165.01,429.48,29.25,113.39,-84.14
2492,WING,85.99,84.68,49.72,155.98,41.28,125.49,-84.21
2589,FVE,4.83,4.84,2.33,8.91,51.82,136.07,-84.25
3163,MCFT,15.62,15.64,5.15,28.82,67.07,151.33,-84.26
1385,TCRR,16.03,15.93,6.01,29.4,62.27,146.83,-84.56
1036,COWN,15.3,15.23,6.35,28.14,58.3,143.1,-84.8
2373,MYRG,32.92,32.54,16.64,60.23,48.86,133.97,-85.11
680,ZBRA,237.45,227.06,161.51,420.31,28.87,113.98,-85.11
1424,EYE,27.24,27.45,13.7,50.85,50.1,135.32,-85.23
163,LEAF,3.9,3.84,1.05,7.11,72.63,157.96,-85.33
1794,CLDR,8.93,9.41,5.3,17.44,43.66,129.04,-85.38
2413,SMIT,3.29,3.06,2.3,5.67,24.73,110.29,-85.56
303,SMAR,40.75,41.21,32.05,76.49,22.24,107.83,-85.59
131,QRVO,80.86,91.96,69.36,170.76,24.58,110.27,-85.69
1289,NVRO,89.31,96.52,70.23,179.24,27.24,112.94,-85.7
2739,SGMS,24.25,24.8,4.09,46.17,83.51,169.65,-86.14
1327,CMG,817.73,807.71,465.21,1504.0,42.4,128.61,-86.21
2776,BCLI,3.9,3.9,3.99,7.26,-2.34,83.88,-86.22
1474,IDXX,266.42,266.19,182.94,495.76,31.27,117.52,-86.24
2893,EYEN,3.44,3.54,1.77,6.59,49.93,136.34,-86.41
1394,DE,172.11,170.02,111.15,317.04,34.62,121.1,-86.47
847,CDAY,52.41,54.7,39.21,102.0,28.32,114.79,-86.47
2277,APAM,28.85,28.8,18.01,53.72,37.46,124.0,-86.53
7,KNDI,4.94,4.92,2.25,9.19,54.3,140.96,-86.66
1106,DKS,40.09,41.53,16.81,77.54,59.52,146.23,-86.7
2081,NFLX,291.56,293.45,298.84,547.92,-1.84,84.88,-86.71
975,AMZN,1777.08,1778.48,1676.61,3322.94,5.73,92.57,-86.84
1472,WSM,68.61,68.81,30.66,128.64,55.44,142.39,-86.94
2313,AGYS,25.52,25.58,13.0,47.82,49.18,136.13,-86.95
2012,ADIL,1.56,1.66,1.05,3.11,36.87,123.85,-86.98
1206,IBP,66.05,65.19,30.32,122.09,53.49,140.77,-87.28
2708,TRMB,39.5,39.5,21.32,73.99,46.03,133.34,-87.31
1968,GNOG,9.82,9.82,9.26,18.4,5.71,93.07,-87.36
957,AVTR,15.51,15.87,8.27,29.74,47.89,135.27,-87.38
520,GRTS,8.57,8.65,2.57,16.21,70.28,157.76,-87.48
488,ASTE,35.09,35.13,27.54,65.88,21.61,109.14,-87.53
2749,WORK,22.51,23.05,17.04,43.24,26.08,113.65,-87.57
2359,DY,49.07,48.87,13.49,91.86,72.4,160.36,-87.96
3198,KNSL,101.17,99.86,84.33,188.04,15.55,103.85,-88.3
1552,RPAY,13.74,13.82,11.35,26.03,17.89,106.21,-88.32
2892,TENB,23.73,24.16,16.79,45.56,30.5,119.08,-88.58
1832,CNR,6.45,6.69,2.99,12.62,55.32,143.9,-88.58
2788,SNX,48.23,47.03,26.88,88.73,42.83,131.52,-88.68
2201,CLGX,43.22,43.56,25.34,82.19,41.82,130.52,-88.7
701,MSN,0.86,0.9,0.64,1.69,28.53,117.25,-88.72
374,BLDR,23.33,23.0,10.65,43.41,53.7,142.43,-88.73
1436,LYTS,5.24,5.34,2.59,10.09,51.54,140.33,-88.79
1797,CENX,6.94,6.86,3.04,12.96,55.69,144.6,-88.91
430,TECH,203.58,206.63,161.17,390.57,22.0,111.02,-89.01
2194,MBIN,17.08,17.29,13.0,32.67,24.79,113.8,-89.01
652,BNED,4.16,3.99,1.15,7.56,71.2,160.54,-89.34
1101,VERB,1.07,1.08,0.95,2.05,11.79,101.33,-89.54
2658,BBIG,2.08,2.12,1.24,4.02,41.48,131.19,-89.7
1166,ADSK,152.96,159.56,136.0,302.81,14.76,104.55,-89.78
2583,EVBG,77.08,75.52,80.42,143.39,-6.49,83.38,-89.87
1267,HROW,5.68,5.81,3.5,11.03,39.74,129.64,-89.9
2593,TTOO,2.3,1.99,0.28,3.79,86.1,176.23,-90.13
9,AEIS,60.65,61.06,35.55,116.13,41.78,131.96,-90.18
2254,POWI,45.9,45.99,39.78,87.57,13.51,103.91,-90.4
594,GMBL,5.55,6.29,2.63,11.98,58.2,148.61,-90.41
2093,RVLV,20.8,20.02,7.3,38.16,63.53,154.18,-90.65
509,DNN,0.46,0.45,0.2,0.86,55.66,146.32,-90.66
1477,SLNO,1.62,1.73,1.61,3.3,6.94,97.69,-90.75
1813,EQOS,9.98,9.99,5.22,19.06,47.75,138.53,-90.78
807,PHUN,1.45,1.45,0.54,2.77,62.67,153.45,-90.78
531,LCUT,7.35,7.51,3.51,14.35,53.29,144.25,-90.95
282,SYX,22.66,22.97,14.82,43.88,35.47,126.53,-91.05
770,BOMN,20.85,20.88,13.32,39.9,36.22,127.27,-91.05
2102,ORBC,4.43,4.46,1.28,8.52,71.29,162.41,-91.13
2069,ALSK,1.73,1.73,1.45,3.3,15.96,107.23,-91.27
2931,TROX,9.61,9.72,4.03,18.61,58.56,149.93,-91.37
1791,ACLS,20.59,20.27,13.42,38.8,33.79,125.22,-91.43
1262,BGS,17.2,17.38,11.63,33.28,33.09,124.55,-91.46
232,PEGA,75.01,74.52,61.0,142.79,18.14,109.76,-91.61
464,MDWD,3.0,3.02,1.47,5.79,51.51,143.15,-91.64
222,AGRX,1.44,1.63,1.58,3.12,2.9,94.65,-91.75
1046,PWR,40.67,39.92,23.8,76.58,40.38,132.21,-91.83
2368,GPRO,4.28,4.24,2.01,8.14,52.59,144.59,-92.0
1016,AIMC,31.21,30.87,13.01,59.28,57.86,149.87,-92.01
2512,RFP,4.25,4.32,1.17,8.29,72.89,165.0,-92.11
2759,RNWK,1.47,1.48,0.42,2.85,71.68,163.86,-92.19
401,VTNR,1.24,1.31,0.41,2.51,68.9,161.17,-92.26
2642,ON,20.78,20.7,8.45,39.81,59.19,151.47,-92.28
3057,MIK,8.92,8.51,1.46,16.39,82.85,175.34,-92.49
902,LASR,16.33,16.86,9.39,32.5,44.31,137.06,-92.75
153,SWKS,91.66,94.19,67.9,181.57,27.91,120.69,-92.78
1345,AMAT,55.52,55.0,37.99,106.19,30.92,124.01,-93.08
1421,DFIN,10.65,10.81,4.12,20.88,61.89,155.02,-93.13
379,ALTR,33.99,33.83,23.44,65.49,30.72,124.29,-93.58
1800,PCTY,103.76,107.26,74.02,207.64,30.99,124.58,-93.59
3073,SCCO,36.73,36.79,23.53,71.23,36.05,129.64,-93.6
2654,SWIR,10.36,10.03,4.67,19.43,53.46,147.09,-93.63
1905,JOUT,60.63,63.75,51.29,123.51,19.55,113.28,-93.73
1428,URI,137.04,140.46,69.59,272.23,50.45,144.27,-93.82
773,MEDP,79.22,78.88,61.71,153.0,21.77,115.73,-93.96
209,ORGS,3.52,3.59,2.76,6.97,23.18,117.17,-93.99
1291,AUPH,5.79,8.59,11.34,16.68,-32.0,62.16,-94.16
2255,CLRO,1.78,1.8,1.56,3.5,13.43,107.66,-94.23
1816,TBK,32.95,33.86,19.37,65.87,42.79,137.34,-94.55
465,VVNT,10.27,10.25,9.58,19.94,6.51,101.1,-94.59
3158,CSBR,5.88,6.15,4.19,11.98,31.88,126.65,-94.77
2967,UTHR,87.66,86.73,79.39,169.3,8.46,103.67,-95.21
1293,UBER,30.17,30.37,14.82,59.29,51.2,146.42,-95.22
1498,CTXR,0.58,0.68,0.46,1.33,33.11,128.63,-95.52
1476,RMO,9.87,9.89,9.5,19.36,3.94,99.7,-95.75
2151,INVE,5.06,5.07,2.25,9.92,55.58,151.43,-95.85
1741,ARWR,39.65,45.08,20.56,88.41,54.39,150.5,-96.11
2087,BGI,0.97,0.98,0.38,1.92,61.17,157.37,-96.2
389,ENSG,42.95,43.04,24.99,84.46,41.93,138.18,-96.25
3200,CDXS,14.67,14.66,8.78,28.8,40.1,136.58,-96.48
2482,SPRO,10.82,10.89,5.27,21.48,51.62,148.81,-97.19
1551,TTEC,46.2,44.72,27.72,88.2,38.01,135.25,-97.24
75,SHSP,10.29,10.44,4.77,20.61,54.3,151.77,-97.48
